index,text,label_text,label_code
1249,The campaign to make ecocide an international crime took center stage in The Hague on Tuesday as nations vulnerable to climate change impacts called for criminalizing environmental destruction at the annual member meeting. ,Neutral to climate change,0
1250,"Conspiracy theories -- ""Climate deniers are shamelessly protecting the short-term financial interests of the fossil fuel industry to the detriment of the long-term interests of their own descendants.  Christiana Figueres, The Future We Choose: Surviving the Climate Crisis",Strongly agree with climate change,2
1251,"Always risk no matter how low. Benefit risk ratio in favour. Do u have a job? Many ppl lost jobs, savings, homes. Keep CDA clean n beautiful & decrease climate change-limit immigration/make less ppl. ",Slightly agree with climate change,1
1252,RT Canadian settler-state narrative so far is Wet'suwet'en Nation situation is it's a provincial matter (BC) & it's a criminal matter-Even says it's a provincial matter & of course Cons will say it's a criminal matter! Indigenous Rights & Climate Emergency ignored! ,Strongly agree with climate change,2
1253,This is so wonderful. My oldest was like this and now in grad school studying climate change through sediment from the arctic. So much fun watching them grow up (and realizing they are so much themselves as little tiny people).,Slightly agree with climate change,1
1254,"but this is talking about TOXIC jodie stans!! so.. Climate change protesters are toxic *gets called out for what they said* oh .. only the BAD ones though (refuses to refute they're just as bad as the climate change deniers , though)",Neutral to climate change,0
1255,Five great reasons why #anaerobicdigestion is better than #fossilfuels for the planet: https://t.co/BhtR00RpL2 #AD #biogas #carbon #biomethane #scienceandenvironment #wastewatertreatment #operationsmanagement #naturalgas #greenenergy #circulareconomy,Neutral to climate change,0
1256,"It's unnerving seeing many from both sides of aisle encouraging escalation. Putin has actually murdered people. Unlike US, there are no checks and balances. Encouraging no fly zones could cause true global warming.",Slightly agree with climate change,1
1257,"RT Two years ago - we published a new scenario logic to avoid risky and unfair climate change scenarios in Yesterday, two new studies in apply this logic and find that avoiding overshoot is the right thing to do both to reduce risks and overall costs. /1",Strongly agree with climate change,2
1258,"What's sensible about ignoring climate change, ignoring a pandemic that's killing about 1000 people a week and imagining that sounding off about a few thousand migrants will solve any real problem.",Strongly agree with climate change,2
1259,"RT Climate change will devastate our economy if we don't take bold and urgent action. Weather and climate disasters already cost us billions of dollars each year, and that number is only slated to grow if we don't curb the climate crisis. ",Strongly agree with climate change,2
1260,"The catchiest song ever written about the threat of human extinction, Talking Heads Life During Wartime anticipates an onset media age of white-knuckled anxiety and joyless escapism gradually coarsening into end-of-days fixations. Al Green meets Don DeLilo at PiL's death disco.",irrelevant or no opinion on climate change,99
1261,RT Unsustainable food production and land use will worsens the climate crisis. ,Strongly agree with climate change,2
1262,"RT Our inability to reckon with climate change and the oncoming catastrophe is, in large part, a side-effect of this awful ""bargain."" We're facing a massive disaster on a scale we've never seen before, and we're completely unprepared. 18/ ",Strongly agree with climate change,2
1263,The climate crisis doesn't discriminate but people do. That is why there are people and places that suffer under the effects of climate change far greater than others.,Strongly agree with climate change,2
1264,Global warming is a hoax imo. I'm not buying it although i would consider it if there was compelling evidence. Not something to get furious over and insult ppl about though. Taxation in the name of the global environment is a scam. #TrudeauMustGo ,Strongly disagree with climate change,-2
1265,"inflation rising, poverty rising, supply issues, wage issues Biden: ""cLiMaTe cHanGE! vOTiNG rIgHtS!""",Slightly disagree with climate change,-1
1266,Climate Action and post harvest losses are interlink. ,Neutral to climate change,0
1267,The world is in a Global Climate Crisis. Global warming affects every country.,Strongly agree with climate change,2
1268,"RT We have to beat Ron DeSantis. And not just because of his purposeful COVID mismanagement. But because of our environment, property insurance, healthcare, education, racial justice, wages, infrastructure, housing, agriculture, small businesses, climate change, high-wage jobs",Slightly agree with climate change,1
1269,The world needs to punish Vladimir Putin for his illegal war and deter similar behavior in the future. Here are four options that don't require the West to get into a shooting war with Moscow. ,irrelevant or no opinion on climate change,99
1270,"Yes, and it has absolutely nothing to do with climate change.",Neutral to climate change,0
1271,"Two things. One, in a worst case scenario, a slow climate change related death is preferable to dying in a nuclear apocalypse. Second, I'm not saying a nuclear response is all Putin would do, but it would create a situation where escalation to a severe crisis would be probable",Slightly agree with climate change,1
1272,"The global warming hoax has finally been detailed, by reality. All measures show temps around the earth steady, unchanging, falling for the past 15 years? Ice extents in the Arctic & Antarctic unchanged. The weather is more intensely cold, cooler & wet. What a hoax this has been.",Strongly disagree with climate change,-2
